CONVOCATORIA,SEMESTRE DE CONVOCATORIA,BENEFICIO OTORGADO,DEPARTAMENTO DE NACIMIENTO,MUNICIPIO DE NACIMIENTO,FECHA DE NACIMIENTO,GÉNERO,SUBREGIÓN DE RESIDENCIA,MUNICIPIO DE RESIDENCIA,ESTRATO,GRUPO ETNICO,VICTIMA DEL CONFLICTO ARMADO,UNIVERSIDAD,PROGRAMA CURSADO,MUNICIPIO OFERTA,TIPO DE FORMACIÓN,GRADUADO
2015,2,SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,11/29/1993 12:00:00 AM,FEMENINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LIC. EN FILOSOFIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2015,2,SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,07/27/1993 12:00:00 AM,FEMENINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 3,NINGUNO,NO,SENA,TECNOLOGIA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION,RIONEGRO,TECNOLOGICA,NO
2015,2,SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,12/03/1990 12:00:00 AM,FEMENINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA BIOQUIMICA,EL CARMEN DE VIBORAL,UNIVERSITARIA,NO
2015,2,SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,08/09/1990 12:00:00 AM,FEMENINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,NO,SENA,TECNOLOGIA ES GESTION EMPRESARIAL,RIONEGRO,TECNOLOGICA,SI
2015,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,05/31/1990 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 3,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA URBANA,EL CARMEN DE VIBORAL,UNIVERSITARIA,NO
2015,2,SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,12/10/1987 12:00:00 AM,FEMENINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 3,NINGUNO,NO,SENA,TECNOLOGIA EN GESTION DEL TALENTO HUMANO,RIONEGRO,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TARSO,02/17/1961 12:00:00 AM,FEMENINO,SUROESTE,LA PINTADA,ESTRATO 3,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,08/22/1994 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 3,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,VALPARAISO,12/18/1997 12:00:00 AM,MASCULINO,SUROESTE,VALPARAISO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,02/11/1996 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CARAMANTA,08/16/1982 12:00:00 AM,FEMENINO,SUROESTE,CARAMANTA,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,VALPARAISO,11/15/1987 12:00:00 AM,FEMENINO,SUROESTE,VALPARAISO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CARAMANTA,08/09/1994 12:00:00 AM,FEMENINO,SUROESTE,CARAMANTA,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MONTEBELLO,10/06/1994 12:00:00 AM,FEMENINO,SUROESTE,MONTEBELLO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA PINTADA,10/22/1994 12:00:00 AM,MASCULINO,SUROESTE,LA PINTADA,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,PUEBLORRICO,04/30/1994 12:00:00 AM,FEMENINO,SUROESTE,PUEBLORRICO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,VALPARAISO,09/16/1997 12:00:00 AM,FEMENINO,SUROESTE,VALPARAISO,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA BARBARA,04/05/1997 12:00:00 AM,FEMENINO,SUROESTE,CARAMANTA,ESTRATO 2,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2013,2,MATRICULA,ANTIOQUIA,EL PEÑOL,04/17/1991 12:00:00 AM,MASCULINO,ORIENTE,EL PEÑOL,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA ELECTRONICA,RIONEGRO,UNIVERSITARIA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ENVIGADO,02/18/1998 12:00:00 AM,FEMENINO,SUROESTE,SANTA BARBARA,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA BARBARA,02/17/1997 12:00:00 AM,FEMENINO,SUROESTE,SANTA BARBARA,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,11/21/1993 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CARAMANTA,10/13/1997 12:00:00 AM,FEMENINO,SUROESTE,CARAMANTA,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ITAGUI,10/28/1993 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,06/08/1997 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MONTEBELLO,07/03/1996 12:00:00 AM,MASCULINO,SUROESTE,MONTEBELLO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA PINTADA,03/16/1993 12:00:00 AM,FEMENINO,SUROESTE,LA PINTADA,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,09/08/1994 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,02/19/1984 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TARSO,09/20/1991 12:00:00 AM,FEMENINO,SUROESTE,JERICO,ESTRATO 3,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA BARBARA,12/30/1990 12:00:00 AM,FEMENINO,SUROESTE,SANTA BARBARA,ESTRATO 3,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,03/11/1997 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,VALPARAISO,11/16/1998 12:00:00 AM,FEMENINO,SUROESTE,VALPARAISO,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,VALPARAISO,09/15/1998 12:00:00 AM,FEMENINO,SUROESTE,VALPARAISO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA BARBARA,01/15/1980 12:00:00 AM,FEMENINO,SUROESTE,MONTEBELLO,ESTRATO 1,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL PEÑOL,07/26/1994 12:00:00 AM,MASCULINO,ORIENTE,EL PEÑOL,ESTRATO 2,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN PRODUCCION AGROPECUARIA,RIONEGRO,TECNOLOGICA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,PUEBLORRICO,10/31/1995 12:00:00 AM,FEMENINO,SUROESTE,PUEBLORRICO,ESTRATO 3,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA BARBARA,10/01/1995 12:00:00 AM,MASCULINO,SUROESTE,LA PINTADA,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,VALPARAISO,07/09/1992 12:00:00 AM,FEMENINO,SUROESTE,LA PINTADA,ESTRATO 3,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,JERICO,11/21/1993 12:00:00 AM,FEMENINO,SUROESTE,PUEBLORRICO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CARAMANTA,08/29/1989 12:00:00 AM,FEMENINO,SUROESTE,CARAMANTA,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA BARBARA,03/17/1993 12:00:00 AM,FEMENINO,SUROESTE,LA PINTADA,ESTRATO 3,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,VALPARAISO,11/08/1990 12:00:00 AM,FEMENINO,SUROESTE,VALPARAISO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,12/06/1995 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 2,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,VALPARAISO,08/30/1996 12:00:00 AM,FEMENINO,SUROESTE,VALPARAISO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,PUEBLORRICO,11/09/1996 12:00:00 AM,FEMENINO,SUROESTE,PUEBLORRICO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,PUEBLORRICO,08/16/1997 12:00:00 AM,FEMENINO,SUROESTE,PUEBLORRICO,ESTRATO 1,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,PUEBLORRICO,05/21/1998 12:00:00 AM,FEMENINO,SUROESTE,PUEBLORRICO,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,06/03/1980 12:00:00 AM,MASCULINO,SUROESTE,TAMESIS,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,PUEBLORRICO,06/23/1997 12:00:00 AM,FEMENINO,SUROESTE,PUEBLORRICO,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,VALPARAISO,11/22/1987 12:00:00 AM,MASCULINO,SUROESTE,VALPARAISO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,08/09/1996 12:00:00 AM,FEMENINO,SUROESTE,PUEBLORRICO,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,PUEBLORRICO,06/29/1997 12:00:00 AM,FEMENINO,SUROESTE,PUEBLORRICO,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,PUEBLORRICO,12/23/1995 12:00:00 AM,MASCULINO,SUROESTE,PUEBLORRICO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CARAMANTA,01/06/1994 12:00:00 AM,FEMENINO,SUROESTE,CARAMANTA,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,12/06/1996 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA PINTADA,11/02/1994 12:00:00 AM,FEMENINO,SUROESTE,LA PINTADA,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2015,1,MATRICULA,ANTIOQUIA,ANZA,06/11/1996 12:00:00 AM,FEMENINO,SUROESTE,URRAO,ESTRATO 2,NINGUNO,SI,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA,CICLO COMPLEMENTARIO,URRAO,NORMALISTA,SI
2015,1,MATRICULA,ANTIOQUIA,URRAO,12/19/1995 12:00:00 AM,FEMENINO,SUROESTE,URRAO,ESTRATO 2,NINGUNO,SI,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA,CICLO COMPLEMENTARIO,URRAO,NORMALISTA,SI
2015,1,MATRICULA,ANTIOQUIA,URRAO,08/14/1995 12:00:00 AM,FEMENINO,SUROESTE,URRAO,ESTRATO 3,NINGUNO,SI,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA,CICLO COMPLEMENTARIO,URRAO,NORMALISTA,SI
2015,1,MATRICULA,ANTIOQUIA,CAICEDO,09/28/1995 12:00:00 AM,FEMENINO,OCCIDENTE,CAICEDO,ESTRATO 3,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA,CICLO COMPLEMENTARIO,URRAO,NORMALISTA,SI
2015,1,MATRICULA,ANTIOQUIA,SAN JERONIMO,12/26/1996 12:00:00 AM,MASCULINO,OCCIDENTE,SAN JERONIMO,ESTRATO 2,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR GENOVEVA DIAZ,CICLO COMPLEMENTARIO,SAN JERONIMO,NORMALISTA,NO
2015,1,MATRICULA,ANTIOQUIA,SAN JERONIMO,11/17/1996 12:00:00 AM,FEMENINO,OCCIDENTE,SAN JERONIMO,ESTRATO 2,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR GENOVEVA DIAZ,CICLO COMPLEMENTARIO,SAN JERONIMO,NORMALISTA,NO
2015,1,MATRICULA,ANTIOQUIA,SAN JERONIMO,05/10/1996 12:00:00 AM,FEMENINO,OCCIDENTE,SAN JERONIMO,ESTRATO 2,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR GENOVEVA DIAZ,CICLO COMPLEMENTARIO,SAN JERONIMO,NORMALISTA,NO
2015,1,MATRICULA,ANTIOQUIA,CAUCASIA,04/19/1997 12:00:00 AM,MASCULINO,BAJO CAUCA,CAUCASIA,ESTRATO 1,NINGUNO,SI,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA,CICLO COMPLEMENTARIO,CAUCASIA,NORMALISTA,SI
2015,1,MATRICULA,ANTIOQUIA,SAN FRANCISCO,09/02/1992 12:00:00 AM,FEMENINO,ORIENTE,SAN FRANCISCO,ESTRATO 1,NINGUNO,SI,ESCUELA NORMAL SUPERIOR RAFAEL MARIA GIRALDO,CICLO COMPLEMENTARIO,MARINILLA,NORMALISTA,SI
2015,1,MATRICULA,ANTIOQUIA,SANTA ROSA DE OSOS,07/30/1997 12:00:00 AM,FEMENINO,NORTE,SANTA ROSA DE OSOS,ESTRATO 2,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR PEDRO JUSTO BERRIO,CICLO COMPLEMENTARIO,SANTA ROSA DE OSOS,NORMALISTA,SI
2013,2,SOSTENIMIENTO,ANTIOQUIA,EL PEÑOL,01/07/1986 12:00:00 AM,FEMENINO,ORIENTE,EL PEÑOL,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2015,1,MATRICULA,ANTIOQUIA,PUERTO BERRIO,05/30/1998 12:00:00 AM,FEMENINO,MAGDALENA MEDIO,PUERTO BERRIO,ESTRATO 1,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL MAGDALENA MEDIO,CICLO COMPLEMENTARIO,PUERTO BERRIO,NORMALISTA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,10/20/1995 12:00:00 AM,MASCULINO,ORIENTE,SONSON,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,SONSON,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,04/16/1997 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN GESTION DE SERVICIOS DE SALUD,SONSON,TECNOLOGICA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,06/10/1996 12:00:00 AM,MASCULINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN GESTION DE SERVICIOS DE SALUD,SONSON,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,04/20/1998 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 3,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN GESTION DE SERVICIOS DE SALUD,SONSON,TECNOLOGICA,SI
2015,1,MATRICULA,ANTIOQUIA,SONSON,08/27/1997 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN GESTION DE SERVICIOS DE SALUD,SONSON,TECNOLOGICA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,03/06/1998 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,SONSON,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,10/09/1997 12:00:00 AM,MASCULINO,ORIENTE,LA CEJA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,MICROBIOLOGIA Y BIOANALISIS,EL CARMEN DE VIBORAL,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL PEÑOL,02/03/1996 12:00:00 AM,MASCULINO,ORIENTE,EL PEÑOL,ESTRATO 2,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,CONTADURIA PUBLICA,RIONEGRO,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,12/09/1997 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROINDUSTRIAL,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GUARNE,10/15/1997 12:00:00 AM,FEMENINO,ORIENTE,GUARNE,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,GESTION EN ECOLOGIA Y TURISMO,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL PEÑOL,05/31/1995 12:00:00 AM,MASCULINO,ORIENTE,EL PEÑOL,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA DE TELECOMUNICACIONES,EL CARMEN DE VIBORAL,UNIVERSITARIA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,03/24/1990 12:00:00 AM,FEMENINO,ORIENTE,RETIRO,ESTRATO 3,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,PSICOLOGIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA UNION,06/06/1989 12:00:00 AM,MASCULINO,ORIENTE,LA UNION,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,MEDICINA VETERINARIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
